_orig_index,transaction_id,timestamp,sender_name,sender_upi_id,receiver_id,receiver_upi_id,amount,status,user_id,hour,dayofweek,is_weekend,is_night,sender_location,receiver_location,upi_creation_date,upi_age_days,transaction_type,device_id,prev_device,device_changed,is_new_receiver,user_tx_count_30d,user_avg_amount_30d,user_std_amount_30d,unique_receivers_30d,pct_night_tx_30d,pct_weekend_tx_30d,amount_over_user_avg,z_amount_user,last_tx_time,time_since_last_tx_minutes,timestamp_f,velocity_1h,velocity_24h,is_large_tx,is_local_transfer,receiver_risk_score,amt_norm,risk_score,label
769,a3237d2c-5dce-4a93-9715-ce21c12e4c2c,2024-06-04 03:09:58,Riya Hegde,1528653316@oksbi,Piya Dyal,0865973130@okicici,7589.4,SUCCESS,u_7,3,1,0,1,Bengaluru,Pune,2018-08-01,2664,QR_Payment,dev_190,dev_190,0,1,100,5069.193,2817.2130350940874,100,0.23,0.25,1.4971613821968974,0.8945745204944472,2024-06-04 01:10:19,119.65,2024-06-04 03:09:58,0,1,0,0,0.99,0.7031160858404879,0.6654022386282196,0
616,76f38281-6ab5-4749-98d0-d2c9a002e295,2024-06-12 16:03:57,Bhavin Ramaswamy,6057117133@oksbi,Stuvan Deep,4126793554@okhdfcbank,6868.31,FAILED,u_8,16,2,0,0,Noida,Ahmedabad,2022-07-18,1217,P2P,dev_106,dev_106,0,1,100,5237.1869,2985.2863893813683,100,0.19,0.32,1.311450236516965,0.5463874775304266,2024-06-12 13:12:30,171.45,2024-06-12 16:03:57,0,3,0,0,0.99,0.6155727692754293,0.5260077461739432,0
721,8f60dae6-c684-4030-99e0-7ba36f04a8a1,2024-06-30 02:47:52,Seher Bhardwaj,1920808776@oksbi,Emir Chacko,1432229418@oksbi,8344.93,SUCCESS,u_2,2,6,1,1,Mumbai,Bengaluru,2019-03-02,2451,AutoPay,dev_156,dev_156,0,1,100,5095.5969000000005,2916.8394336667425,100,0.26,0.27,1.6376746752401714,1.113991076264106,2024-06-29 01:18:12,1529.6666666666667,2024-06-30 02:47:52,0,0,0,0,0.99,0.7693533579732363,0.6952090110879563,1
856,0340d416-9916-4f23-ba91-624fcdcaaba4,2024-06-20 01:11:03,Zain Goswami,2295802222@okicici,Vivaan Basu,4214589344@okybl,8231.62,SUCCESS,u_2,1,3,0,1,Mumbai,Ahmedabad,2019-03-02,2451,AutoPay,dev_156,dev_156,0,1,100,5095.5969000000005,2916.8394336667425,100,0.26,0.27,1.6154378299399157,1.0751442344763296,2024-06-19 16:48:34,502.48333333333335,2024-06-20 01:11:03,0,4,0,0,0.99,0.7588710189601349,0.6904919585320607,1
394,a8bbd497-316a-4052-8969-c27d410004cb,2024-07-02 09:08:23,Ryan Din,4337541892@okaxis,Prerak Gulati,3334521938@oksbi,8147.14,SUCCESS,u_4,9,1,0,0,Bengaluru,Mumbai,2020-10-29,1844,AutoPay,dev_167,dev_167,0,1,100,5156.7759,2982.6455867582176,100,0.21,0.23,1.5798902563169577,1.0025878077087167,2024-07-02 08:16:14,52.15,2024-07-02 09:08:23,1,3,0,0,0.99,0.7421140683775473,0.5829513307698962,0
247,b5e81832-e3e0-4161-8fbb-f011f3a55363,2024-06-12 00:21:47,Ayesha Sen,2184121971@okaxis,Riya Yogi,0805878265@okicici,8311.32,FAILED,u_1,0,2,0,1,Jaipur,Hyderabad,2016-01-12,3596,QR_Payment,dev_181,dev_181,0,1,100,5100.8478000000005,2820.3344769261944,100,0.22,0.28,1.6293997241734204,1.1383303031131986,2024-06-11 11:11:14,790.55,2024-06-12 00:21:47,0,3,0,0,0.99,0.7654525869228791,0.6934536641152955,1
648,1c5f1305-13be-4920-b63b-4fe8028615ab,2024-06-09 16:15:32,Samar Bhardwaj,3745221921@okybl,Baiju Bhavsar,3188204843@okicici,143.44,SUCCESS,u_3,16,6,1,0,Hyderabad,Hyderabad,2016-10-30,3304,QR_Payment,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,0.0290180765524497,-1.6755346651841383,2024-06-09 02:56:18,799.2333333333333,2024-06-09 16:15:32,0,4,0,1,0.99,0.0110405849418267,0.253968263223822,0
195,56c89ca9-6c78-45d0-ad83-622c8c27d4d7,2024-06-27 03:48:41,Ivan Karpe,1466166323@okybl,Samaira Sawhney,7834651873@oksbi,565.64,SUCCESS,u_0,3,3,0,1,Mumbai,Mumbai,2017-10-26,2943,AutoPay,dev_183,dev_183,0,1,100,4854.5877,2936.842814177423,100,0.25,0.27,0.1165165890160936,-1.4603940256166847,2024-06-26 19:24:00,504.6833333333333,2024-06-27 03:48:41,0,3,0,1,0.99,0.0522869514295879,0.3725291281433145,0
263,2187aa4a-8d0b-417f-aae0-74bacff2ae96,2024-06-25 21:21:14,Umang Tandon,1024707953@okaxis,Miraya Jha,7101152569@okicici,1680.81,SUCCESS,u_4,21,1,0,0,Bengaluru,Mumbai,2020-10-29,1844,P2P,dev_167,dev_167,0,1,100,5156.7759,2982.6455867582176,100,0.21,0.23,0.3259420289475945,-1.1653968930911307,2024-06-25 19:26:26,114.8,2024-06-25 21:21:14,0,5,0,0,0.99,0.15100906914404,0.316954081114818,0
112,e688e069-9560-466f-857d-0a21991eea52,2024-06-21 19:41:01,Shaan Gade,7279822294@okaxis,Romil Mani,8999229496@okicici,6679.23,FAILED,u_0,19,4,0,0,Mumbai,Ahmedabad,2017-10-26,2943,P2P,dev_183,dev_183,0,1,100,4854.5877,2936.842814177423,100,0.25,0.27,1.3758593749628087,0.6212938231462897,2024-06-21 08:35:25,665.6,2024-06-21 19:41:01,0,2,0,0,0.99,0.6459349189245684,0.5396707135160558,0
833,32664cbb-fdfe-4bdc-b038-c6b447eabaee,2024-06-15 11:44:32,Oorja Joshi,6709431337@okicici,Keya Ratta,1475485496@oksbi,7243.51,FAILED,u_6,11,5,1,0,Noida,Kolkata,2016-02-12,3565,QR_Payment,dev_132,dev_132,0,1,100,4808.0435,2891.3403961905246,100,0.22,0.24,1.5065400299505318,0.8423312949277231,2024-06-15 10:06:54,97.63333333333334,2024-06-15 11:44:32,0,6,0,0,0.99,0.7075371340562133,0.567391710325296,0
851,68303e26-dec2-4460-be93-0f0b7ea419d8,2024-06-15 11:17:10,Farhan Khurana,0295344432@okybl,Tara Mani,4414529358@okhdfcbank,5842.57,SUCCESS,u_2,11,5,1,0,Mumbai,Hyderabad,2019-03-02,2451,AutoPay,dev_156,dev_156,0,1,100,5095.5969000000005,2916.8394336667425,100,0.26,0.27,1.146591874026261,0.2560898935259468,2024-06-15 10:56:38,20.53333333333333,2024-06-15 11:17:10,1,9,0,0,0.99,0.5378593516823117,0.4910367082570402,0
939,f1fd8322-f56c-4e8c-aef1-8d4f3e543166,2024-06-14 21:06:33,Urvi Gill,0186215382@okicici,Madhup Gour,2639191395@oksbi,1230.16,SUCCESS,u_9,21,4,0,0,Jaipur,Bengaluru,2019-09-11,2258,P2P,dev_169,dev_169,0,1,100,4661.1927000000005,2786.3493914808614,100,0.23,0.23,0.2639152849733255,-1.2313720276754343,2024-06-14 04:11:08,1015.4166666666666,2024-06-14 21:06:33,0,2,0,0,0.99,0.1217699684785486,0.3037964858153469,0
422,dae02a42-6403-4bd2-a040-a31908a6125e,2024-06-20 16:19:44,Kimaya Sathe,1973409227@oksbi,Yakshit Dixit,9847899477@okhdfcbank,1212.51,FAILED,u_3,16,3,0,0,Hyderabad,Bengaluru,2016-10-30,3304,QR_Payment,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,0.2452921639752571,-1.3023302604648028,2024-06-20 14:12:50,126.9,2024-06-20 16:19:44,0,5,0,0,0.99,0.1129911212478438,0.2998460045615297,0
22,94aa141e-9f72-44e6-a89c-b18cac10ad48,2024-06-17 13:34:42,Anika Keer,8216661258@okybl,Samiha Aurora,2394946306@okaxis,9755.14,FAILED,u_9,13,0,0,0,Jaipur,Delhi,2019-09-11,2258,P2P,dev_169,dev_255,1,1,100,4661.1927000000005,2786.3493914808614,100,0.23,0.23,2.092842031162358,1.8281796660442209,2024-06-17 11:24:02,130.66666666666666,2024-06-17 13:34:42,0,4,1,0,0.99,0.9839170007943924,0.8417626503574765,1
276,3f2d11aa-6a22-4fee-9764-1e94edc5f03a,2024-06-24 13:04:18,Manjari Sampath,2982692270@okicici,Aaryahi Guha,7681118283@okaxis,3309.16,FAILED,u_9,13,0,0,0,Jaipur,Delhi,2019-09-11,2258,QR_Payment,dev_169,dev_169,0,1,100,4661.1927000000005,2786.3493914808614,100,0.23,0.23,0.7099384668842507,-0.4852344448021415,2024-06-24 00:06:24,777.9,2024-06-24 13:04:18,0,3,0,0,0.99,0.332023092847713,0.3984103917814708,0
397,9bfa623e-e9a2-4055-a68f-6176799c23ba,2024-06-08 23:57:36,Anya Subramanian,0007350717@okhdfcbank,Ryan Varughese,2740886854@oksbi,6009.04,FAILED,u_0,23,5,1,0,Mumbai,Noida,2017-10-26,2943,QR_Payment,dev_183,dev_183,0,1,100,4854.5877,2936.842814177423,100,0.25,0.27,1.2378064565116813,0.3930929821735622,2024-06-08 23:43:52,13.733333333333333,2024-06-08 23:57:36,1,5,0,0,0.99,0.5808574552190434,0.5103858548485695,0
507,912cdea4-199b-4521-90bc-c490f44dcfde,2024-06-10 07:08:53,Ira Sanghvi,3624798403@oksbi,Saksham Ramesh,1336355019@okybl,9425.96,SUCCESS,u_9,7,0,0,0,Jaipur,Pune,2019-09-11,2258,QR_Payment,dev_169,dev_169,0,1,100,4661.1927000000005,2786.3493914808614,100,0.23,0.23,2.022220621339636,1.7100394209599348,2024-06-10 00:35:29,393.4,2024-06-10 07:08:53,0,5,0,0,0.99,0.9506264171100046,0.6767818876995021,1
888,a76a882b-53bb-4e57-822d-d702f9cd7fa1,2024-06-29 05:04:29,Mohanlal Das,7271034961@okybl,Ayesha Chaudhry,8729872931@okaxis,5579.51,FAILED,u_6,5,5,1,1,Noida,Chennai,2016-02-12,3565,P2P,dev_132,dev_132,0,1,100,4808.0435,2891.3403961905246,100,0.22,0.24,1.1604533109651662,0.2668196733309033,2024-06-29 01:29:57,214.53333333333333,2024-06-29 05:04:29,0,2,0,0,0.99,0.5443935645726924,0.5939771040577115,0
549,d1af9034-03b6-418a-8530-5af83d0eec5c,2024-06-08 23:43:52,Mishti Saxena,8750577269@okicici,Suhana Sekhon,4849929084@okybl,6956.98,SUCCESS,u_0,23,5,1,0,Mumbai,Chennai,2017-10-26,2943,AutoPay,dev_183,dev_183,0,1,100,4854.5877,2936.842814177423,100,0.25,0.27,1.4330732965369903,0.7158681730771677,2024-06-08 22:23:43,80.15,2024-06-08 23:43:52,0,4,0,0,0.99,0.6729052788884736,0.5518073754998131,0
140,df002d0c-1de6-4906-8853-f3da478d4d15,2024-06-12 14:15:47,Jayant Malhotra,3361066286@okybl,Anika Savant,8734053474@oksbi,1953.33,FAILED,u_2,14,2,0,0,Mumbai,Chennai,2019-03-02,2451,P2P,dev_156,dev_156,0,1,100,5095.5969000000005,2916.8394336667425,100,0.26,0.27,0.3833368372636899,-1.07728483910747,2024-06-12 03:19:04,656.7166666666667,2024-06-12 14:15:47,0,2,0,0,0.99,0.1780646982244099,0.3291291142009844,0
489,c4705f3d-0530-4fe5-8ec8-ca409d7954bf,2024-06-04 11:45:33,Kiaan Shankar,7198902487@okhdfcbank,Ahana  Kari,9711840092@okhdfcbank,2976.21,FAILED,u_8,11,1,0,0,Noida,Jaipur,2022-07-18,1217,P2M,dev_106,dev_106,0,1,100,5237.1869,2985.2863893813683,100,0.19,0.32,0.5682840914903602,-0.7573735330862292,2024-06-04 09:04:22,161.18333333333334,2024-06-04 11:45:33,0,2,0,0,0.99,0.2652479201324169,0.3683615640595876,0
603,2130cb79-1fc4-4a81-bc68-c2f01ccdcbfe,2024-07-03 00:37:19,Shanaya Singh,7921428495@oksbi,Elakshi Bhardwaj,9905769646@oksbi,4691.9,FAILED,u_7,0,2,0,1,Bengaluru,Kolkata,2018-08-01,2664,QR_Payment,dev_190,dev_190,0,1,100,5069.193,2817.2130350940874,100,0.23,0.25,0.9255713876103016,-0.1339241993062125,2024-07-02 18:00:54,396.4166666666667,2024-07-03 00:37:19,0,5,0,0,0.99,0.433671386340572,0.5441521238532574,0
180,f195cc18-ca2c-4dcc-b2c6-63b07c9e3d61,2024-06-07 19:02:59,Mishti Ramachandran,6698469329@okybl,Amira Dada,8292345929@okicici,4410.95,SUCCESS,u_0,19,4,0,0,Mumbai,Bengaluru,2017-10-26,2943,P2P,dev_183,dev_183,0,1,100,4854.5877,2936.842814177423,100,0.25,0.27,0.9086147519986888,-0.1510593954359311,2024-06-07 07:07:26,715.55,2024-06-07 19:02:59,0,5,0,0,0.99,0.4256781120877484,0.4405551504394868,0
545,74744cb9-1e79-422f-aca5-9e8343483e64,2024-06-05 10:45:07,Shalv Ram,4730831607@okybl,Saksham Choudhury,2301536146@okhdfcbank,7183.82,FAILED,u_4,10,2,0,0,Bengaluru,Chennai,2020-10-29,1844,AutoPay,dev_167,dev_167,0,1,100,5156.7759,2982.6455867582176,100,0.21,0.23,1.3930836123025854,0.6796127937557465,2024-06-05 01:16:58,568.15,2024-06-05 10:45:07,0,2,0,0,0.99,0.6540543393099584,0.5433244526894813,0
863,d9a03be0-f404-42b1-ad7f-27d302852c66,2024-06-17 23:58:41,Chirag Das,6762786934@oksbi,Elakshi Bhat,0720874753@okaxis,6072.57,SUCCESS,u_4,23,0,0,0,Bengaluru,Bengaluru,2020-10-29,1844,P2M,dev_167,dev_167,0,1,100,5156.7759,2982.6455867582176,100,0.21,0.23,1.1775904395656227,0.3070408713880618,2024-06-17 13:21:57,636.7333333333333,2024-06-17 23:58:41,0,1,0,1,0.99,0.5524719223287288,0.4976123650479279,0
629,e3db69bf-5ceb-4fe7-b2e9-d2c2eeb6d045,2024-06-22 07:57:50,Saksham Goda,6792756309@oksbi,Purab Gandhi,9599971993@okicici,9638.1,SUCCESS,u_3,7,5,1,0,Hyderabad,Ahmedabad,2016-10-30,3304,P2M,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,1.94979868669943,1.6389806923813015,2024-06-22 04:50:17,187.55,2024-06-22 07:57:50,0,2,1,0,0.99,0.9164870749221726,0.6614191837149777,0
849,fde1ddde-5df3-452d-aca0-0c8518bafa22,2024-06-04 20:20:05,Advika Das,5973074394@okaxis,Elakshi Bains,6082853106@oksbi,1629.99,FAILED,u_1,20,1,0,0,Jaipur,Jaipur,2016-01-12,3596,P2M,dev_181,dev_181,0,1,100,5100.8478000000005,2820.3344769261944,100,0.22,0.28,0.3195527613430157,-1.2306546717759497,2024-06-04 20:11:20,8.75,2024-06-04 20:20:05,1,2,0,1,0.99,0.1479971999615057,0.3155987399826776,0
520,f30012ec-134b-4a85-a35c-748b685e97e4,2024-06-12 14:25:32,Aniruddh Sengupta,2602864361@okicici,Khushi Bajwa,2858106221@oksbi,8273.12,SUCCESS,u_3,14,2,0,0,Hyderabad,Delhi,2016-10-30,3304,P2M,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,1.6736616668126278,1.1624763022536222,2024-06-12 05:51:52,513.6666666666666,2024-06-12 14:25:32,0,4,0,0,0.99,0.786317448006267,0.6028428516028201,0
80,5c74bcc3-f6b4-4061-9696-fde048d941ba,2024-06-08 06:38:37,Zoya Sur,8420061883@okicici,Vardaniya Bhatnagar,4330002449@oksbi,5307.77,SUCCESS,u_9,6,5,1,0,Jaipur,Jaipur,2019-09-11,2258,P2P,dev_169,dev_169,0,1,100,4661.1927000000005,2786.3493914808614,100,0.23,0.23,1.13871499001989,0.2320517670816449,2024-06-08 05:12:01,86.6,2024-06-08 06:38:37,0,3,0,1,0.99,0.5341462274775619,0.4893658023649029,0
957,8cf85d3e-248b-4330-96a3-6e8380a4ed1d,2024-06-09 18:41:13,Ranbir Sastry,4075170874@okhdfcbank,Uthkarsh Chakrabarti,1147378111@okhdfcbank,9849.41,FAILED,u_1,18,6,1,0,Jaipur,Hyderabad,2016-01-12,3596,P2P,dev_295,dev_181,1,1,100,5100.8478000000005,2820.3344769261944,100,0.22,0.28,1.9309358726737669,1.6836876047323748,2024-06-09 18:07:43,33.5,2024-06-09 18:41:13,1,4,1,0,0.99,0.9075952375824664,0.8074178569121099,1
605,a9924fc3-e1b6-4226-935b-91ac3ecd348a,2024-06-23 13:11:57,Armaan Sood,1362608535@okybl,Taimur Ben,8084750354@okicici,5599.28,SUCCESS,u_8,13,6,1,0,Noida,Hyderabad,2022-07-18,1217,P2M,dev_399,dev_106,1,1,100,5237.1869,2985.2863893813683,100,0.19,0.32,1.069138853709968,0.1212925839503912,2024-06-23 13:01:51,10.1,2024-06-23 13:11:57,1,4,0,0,0.99,0.50134838056292,0.624606771253314,0
186,64477709-b886-4cd3-829f-ea7d93cc29b6,2024-06-12 22:15:51,Nehmat Samra,4103482423@okybl,Raunak Aggarwal,8917921650@okybl,4842.68,SUCCESS,u_5,22,2,0,0,Chennai,Jaipur,2023-10-01,777,AutoPay,dev_149,dev_149,0,1,100,5063.6792,2805.432779333872,100,0.25,0.17,0.9563560027743552,-0.0787754394359339,2024-06-12 21:19:23,56.46666666666667,2024-06-12 22:15:51,1,2,0,0,0.99,0.4481831018370936,0.4506823958266921,0
521,6e67758f-e544-428c-8143-35ba8fdc58ab,2024-06-17 11:38:28,Damini Setty,2441876853@okaxis,Arnav Hayer,8500458292@okicici,6774.98,SUCCESS,u_0,11,0,0,0,Mumbai,Delhi,2017-10-26,2943,P2P,dev_183,dev_282,1,1,100,4854.5877,2936.842814177423,100,0.25,0.27,1.395582986090542,0.6538968618713358,2024-06-17 00:15:26,683.0333333333333,2024-06-17 11:38:28,0,1,0,0,0.99,0.6552325317654106,0.6938546392944348,1
766,1711055a-f350-470a-b9e2-f455feb5c776,2024-06-26 08:50:20,Mannat Chaudry,7325214650@okybl,Nayantara Bhargava,9542213867@okicici,3103.51,FAILED,u_1,8,2,0,0,Jaipur,Pune,2016-01-12,3596,P2P,dev_181,dev_181,0,1,100,5100.8478000000005,2820.3344769261944,100,0.22,0.28,0.6084302298515101,-0.7081918177934854,2024-06-26 06:35:00,135.33333333333334,2024-06-26 08:50:20,0,5,0,0,0.99,0.284172611413316,0.3768776751359922,0
19,7eddc148-8755-4901-b31d-8ba5ee895860,2024-07-01 03:57:18,Rati Sawhney,0595448518@oksbi,Drishya Bava,8231626532@okybl,2675.65,SUCCESS,u_1,3,0,0,1,Jaipur,Chennai,2016-01-12,3596,AutoPay,dev_181,dev_181,0,1,100,5100.8478000000005,2820.3344769261944,100,0.22,0.28,0.5245500560662582,-0.8598972284461655,2024-07-01 00:53:50,183.46666666666667,2024-07-01 03:57:18,0,6,0,0,0.99,0.2446319119020969,0.4590843603559436,0
961,14f7e092-e2c8-42d7-bbd4-55126b814f3c,2024-06-19 16:46:38,Baiju Swaminathan,6877612080@okhdfcbank,Nirvaan Sood,5003009421@okybl,2855.18,FAILED,u_3,16,2,0,0,Hyderabad,Kolkata,2016-10-30,3304,P2M,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,0.5776061894243136,-0.728886351740107,2024-06-19 04:12:22,754.2666666666667,2024-06-19 16:46:38,0,2,0,0,0.99,0.2696423110425299,0.3703390399691384,0
139,71c23a65-1fee-4216-8683-5709a41f942b,2024-06-05 10:45:53,Kartik Sharaf,4801340698@okybl,Mehul Lall,6361286840@okhdfcbank,8609.82,FAILED,u_1,10,2,0,0,Jaipur,Noida,2016-01-12,3596,P2M,dev_181,dev_181,0,1,100,5100.8478000000005,2820.3344769261944,100,0.22,0.28,1.6879194078898176,1.244168813560132,2024-06-05 08:04:19,161.56666666666666,2024-06-05 10:45:53,0,6,0,0,0.99,0.793038476709489,0.60586731451927,0
336,9aebac7d-24c8-477c-ac66-88ed57ba8308,2024-07-02 18:45:46,Kismat Mani,6803116101@okicici,Raunak Kari,6803583946@okaxis,8093.99,SUCCESS,u_4,18,1,0,0,Bengaluru,Delhi,2020-10-29,1844,AutoPay,dev_167,dev_167,0,1,100,5156.7759,2982.6455867582176,100,0.21,0.23,1.5695834287525303,0.9847680572710632,2024-07-02 16:23:08,142.63333333333333,2024-07-02 18:45:46,0,5,0,0,0.99,0.7372554807846994,0.5807649663531147,0
175,c332fc27-6767-41b3-9aa9-7143d7c9ea10,2024-06-13 13:17:50,Keya Ram,9574153981@oksbi,Anahi Shanker,6365927094@okaxis,8077.42,FAILED,u_9,13,3,0,0,Jaipur,Kolkata,2019-09-11,2258,QR_Payment,dev_169,dev_169,0,1,100,4661.1927000000005,2786.3493914808614,100,0.23,0.23,1.7329084030932878,1.22605848011917,2024-06-12 14:27:04,1370.7666666666669,2024-06-13 13:17:50,0,1,0,0,0.99,0.8142460667796572,0.6154107300508457,0
269,c0dc63ed-a271-404c-b05b-66eea26e01f4,2024-07-03 15:28:42,Kismat Bhagat,1085626417@okaxis,Darshit Sura,5142464441@okicici,3775.69,SUCCESS,u_2,15,2,0,0,Mumbai,Jaipur,2019-03-02,2451,AutoPay,dev_156,dev_156,0,1,100,5095.5969000000005,2916.8394336667425,100,0.26,0.27,0.7409710919753146,-0.4525127042528881,2024-07-03 15:18:20,10.366666666666667,2024-07-03 15:28:42,1,1,0,0,0.99,0.3466517189985308,0.4049932735493389,0
974,a6326810-91c1-4414-b775-a0d42f2b0b9f,2024-06-18 23:26:07,Uthkarsh Karnik,8133060354@okicici,Ela Chandra,2465245497@oksbi,7078.17,SUCCESS,u_3,23,1,0,0,Hyderabad,Chennai,2016-10-30,3304,QR_Payment,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,1.4319219109819676,0.7453281235381312,2024-06-18 12:03:47,682.3333333333334,2024-06-18 23:26:07,0,3,0,0,0.99,0.6723625214262721,0.5515631346418224,0
736,5e407f1b-ce49-48de-a7f0-27446317cfd8,2024-06-09 01:52:42,Nayantara Mallick,2804274906@okaxis,Hazel Baria,5237874245@okicici,3980.64,SUCCESS,u_3,1,6,1,1,Hyderabad,Jaipur,2016-10-30,3304,P2M,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,0.805288038536975,-0.3359966164230341,2024-06-08 16:53:44,538.9666666666667,2024-06-09 01:52:42,0,1,0,0,0.99,0.3769704098489411,0.5186366844320235,0
887,ef27f439-d8b9-4a14-9950-7fe6d7f90181,2024-06-25 16:16:27,Zaina Mand,3660111118@okaxis,Chirag Dugal,5330124560@oksbi,8223.23,FAILED,u_6,16,1,0,0,Noida,Chennai,2016-02-12,3565,AutoPay,dev_132,dev_132,0,1,100,4808.0435,2891.3403961905246,100,0.22,0.24,1.710306905145449,1.1811775965568312,2024-06-25 14:22:58,113.48333333333332,2024-06-25 16:16:27,0,5,0,0,0.99,0.8035918323100565,0.6106163245395254,0
30,020c2eb7-8f47-454a-9b02-14ba21afeb3c,2024-07-02 13:07:05,Samaira Reddy,9502175475@okhdfcbank,Sana Gopal,6953227403@okybl,741.65,FAILED,u_5,13,1,0,0,Chennai,Jaipur,2023-10-01,777,P2P,dev_149,dev_149,0,1,100,5063.6792,2805.432779333872,100,0.25,0.17,0.1464646496273965,-1.5405926785478825,2024-07-02 09:01:44,245.35,2024-07-02 13:07:05,0,3,0,0,0.99,0.066404319242952,0.2788819436593284,0
153,1f790b84-78cb-4f12-b86d-08d8aad45e1d,2024-07-02 15:32:25,Alia Kapoor,5194148647@okybl,Krish Mander,5649748047@okhdfcbank,832.21,FAILED,u_6,15,1,0,0,Noida,Delhi,2016-02-12,3565,AutoPay,dev_132,dev_132,0,1,100,4808.0435,2891.3403961905246,100,0.22,0.24,0.1730870363021701,-1.3750831639326675,2024-07-01 23:35:51,956.5666666666668,2024-07-02 15:32:25,0,2,0,0,0.99,0.0789539807931739,0.2845292913569283,0
946,840c71fa-0a83-4229-9178-5e6850cf15e2,2024-07-03 20:52:51,Indranil Kurian,0721987721@okicici,Eshani Shroff,5143816070@okaxis,2818.05,SUCCESS,u_0,20,2,0,0,Mumbai,Mumbai,2017-10-26,2943,QR_Payment,dev_183,dev_183,0,1,100,4854.5877,2936.842814177423,100,0.25,0.27,0.5804921393055702,-0.6934445691709283,2024-07-03 12:36:47,496.06666666666666,2024-07-03 20:52:51,0,2,0,1,0.99,0.2710027335584793,0.3709512301013157,0
386,699a0294-d8d5-47cc-9acd-16ca252d8bfe,2024-06-11 16:19:52,Priyansh Verma,8354036397@okaxis,Onkar Chaudhry,2818532815@okhdfcbank,5766.91,FAILED,u_3,16,1,0,0,Hyderabad,Chennai,2016-10-30,3304,QR_Payment,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,1.1666525087220312,0.2875769868190428,2024-06-11 15:01:06,78.76666666666667,2024-06-11 16:19:52,0,3,0,0,0.99,0.547315835768057,0.4952921260956257,0
66,21097a39-ae4c-4a6d-8ccd-7a173adb87a8,2024-06-22 22:27:00,Baiju Koshy,5292375456@okicici,Jayesh Koshy,6993379426@okaxis,6319.05,SUCCESS,u_1,22,5,1,0,Jaipur,Bengaluru,2016-01-12,3596,QR_Payment,dev_181,dev_181,0,1,100,5100.8478000000005,2820.3344769261944,100,0.22,0.28,1.2388234753370166,0.4319353643925542,2024-06-22 16:37:09,349.85,2024-06-22 22:27:00,0,4,0,0,0.99,0.581336872868711,0.51060159279092,0
199,9e99e59d-a2b2-42bd-ae44-d0960d11ef9f,2024-06-17 07:44:37,Abram Hayre,5830282113@okaxis,Baiju Dhawan,2326443862@okhdfcbank,7048.06,SUCCESS,u_3,7,0,0,0,Hyderabad,Bengaluru,2016-10-30,3304,P2M,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,1.4258306234401783,0.7348169459481707,2024-06-17 05:20:10,144.45,2024-06-17 07:44:37,0,3,0,0,0.99,0.6694911185731622,0.550271003357923,0
740,2d056272-0340-4bdf-8dc7-f23ce7869f23,2024-06-14 17:30:06,Ayesha Dada,8104819159@okybl,Misha Devan,5030173206@okicici,6290.67,SUCCESS,u_2,17,4,0,0,Mumbai,Kolkata,2019-03-02,2451,P2M,dev_156,dev_156,0,1,100,5095.5969000000005,2916.8394336667425,100,0.26,0.27,1.2345305412140173,0.4097150793445218,2024-06-14 16:24:42,65.4,2024-06-14 17:30:06,0,3,0,0,0.99,0.579313204932429,0.509690942219593,0
579,c708040a-bad0-45b2-952f-a0aa27a7ce7e,2024-06-30 18:29:05,Damini Andra,3557102629@okicici,Uthkarsh Dutt,8513009960@okicici,903.89,SUCCESS,u_6,18,6,1,0,Noida,Pune,2016-02-12,3565,P2P,dev_132,dev_132,0,1,100,4808.0435,2891.3403961905246,100,0.22,0.24,0.1879953872738473,-1.3502918940792663,2024-06-30 12:31:57,357.1333333333333,2024-06-30 18:29:05,0,4,0,0,0.99,0.0859817037863101,0.2876917667038395,0
628,ead63648-172c-4582-a42e-7c98176014cd,2024-06-06 01:57:35,Jiya Sunder,1331331364@okybl,Shamik Solanki,3438824583@okhdfcbank,4163.75,SUCCESS,u_3,1,3,0,1,Hyderabad,Pune,2016-10-30,3304,P2P,dev_120,dev_120,0,1,100,4943.1257000000005,2864.569620511268,100,0.31,0.27,0.8423314015983182,-0.2720742740617691,2024-06-04 12:05:01,2272.5666666666666,2024-06-06 01:57:35,0,0,0,0,0.99,0.3944324681828153,0.5264946106822669,0
